PC1,PC2,PC3,PC4,PC5,PC6,PC7
2.8412760183623207,-0.9051552195199416,-1.8167773501471571,0.8277152115951318,0.0346147251475684,0.3066729092874423,-0.9964315458541384
-1.4294562014235306,1.515372495294141,-0.1730267852445813,0.5243344184879803,0.5788617010617052,0.3703994803882753,0.9502408180386256
-1.2790125657348748,-0.0773138889679055,-0.3253726935282379,0.6477785516740653,-0.0595700751395477,0.3466793415656072,-0.9147490953982176
1.3570127635899183,-0.1327508577287312,0.28512960132139,0.6908155813541452,0.7702125043696042,-0.4595028713049768,-0.1033996301792883
-1.4333861745010044,-1.592133915105266,1.3830724865257602,0.5176234041331089,-0.1429647588161044,0.5169994792361561,-0.6671146693557581
3.398828650850613,-0.3407924837235456,-1.4644616944138276,-0.1922322719678481,0.6650089003889583,0.077276210795389,0.7622840139656055
4.366263915632462,-0.2893698934167791,-0.4105303178077585,0.6343635179768362,-0.0760163777312899,1.1862604384977369,0.0342991646120623
-1.883791249501712,0.1804095930857669,-0.2434380379248363,0.5771091573614862,-0.1323331085476663,0.681798437753538,-0.4948620993643307
-1.4105419738375948,1.1244527258292645,0.2640015023811559,0.4295462953001354,-0.7847097794708058,0.0089960213694345,0.611820134761308
-1.0623037096215409,2.178279784991053,-0.0221418577403242,-0.4685055609058258,-0.755590297561614,-0.2966294461835295,0.4405259060667567
-0.7503266103718642,-0.5256348401470737,-0.1191165028807627,-0.798514639581122,-0.5384055597485793,-0.719387327007071,-0.3515977755547101
-1.5046586104822868,-1.3737380183224488,-0.5371612033717499,-0.7612875561428142,-0.016999511934222,0.6215714210768282,-0.6283890675825358
2.598462673028745,-1.1494696665152957,-1.5391497327313652,0.6756849740941384,-0.0922655239878198,0.5837943399318812,0.4586915289719948
-0.2118984167654314,1.3138653258501798,-0.4821670439288903,-0.5861023764594886,1.0318208772315345,-1.1770757720456393,-1.076344261431672
-1.768564136232879,-1.0085935033672309,1.2045716628276617,0.4453272439545565,-0.2287543629883852,1.0159669982078627,-0.0593141898321051
3.4183230159035,-1.2341061008877332,-0.5800769613870241,-0.2780582591161276,0.5927052819167087,0.2782385632103603,1.0483413180051622
-0.4887827999781853,1.186496276057389,0.4702091265769896,0.6250805018431664,0.7460774270900741,-0.45028359753595,-0.0761066127952038
-1.574429745381139,-0.2164326781510513,0.2811872996028705,0.6363184721922334,0.6927492508614148,-0.5032861707728424,-0.0881601496936612
-0.2282637508760014,0.366781521070656,-0.4921534262261142,0.6868248005469937,-0.0013086142529433,0.234441436419608,-1.076566914877676
-2.341888111431309,-0.1842939067466081,-0.4248050742947194,-0.8482544845179874,-0.6181337594802876,-0.4440126237050095,0.0018458846640225
-1.770386018091597,0.1002399425595784,0.7505471751345117,0.5363431319826055,-0.108958317916088,0.5304495055766797,-0.6820519695698651
-2.7348832311547047,0.3497457512920119,-0.3987979146247373,0.5884872221890973,0.5967046077652309,-0.041883111347671,0.484131801482493
-1.1499180464451693,0.966668825586257,0.0718188768973262,-0.8177552791548836,0.0420650395367781,0.6633985177520842,-0.6432428479523264
-0.9468744649490728,-0.2140239209776508,0.1996332620895607,-0.6997606820072189,0.8832665214068347,-0.7121190730320044,-0.453123277622261
1.0513364199128477,0.704665834920317,-0.8098388039632642,0.6705999872027818,0.0318964054665021,-0.062151862470438,-0.3580549624940335
-3.2023060787667927,-0.7188989034530167,-0.8901724205610173,-0.4219026939798493,-0.3359747423254365,1.174876853422465,0.3796797670502077
1.4303348956001514,1.4723788081556548,1.340763075458368,0.4532469435774477,-0.6533641135756612,-0.2567991903688465,0.2136735945462077
-0.4245326350440917,1.1364249899197054,0.1590521967126776,-0.7313213849280245,0.889272051268523,-0.4992039417362603,-0.2261320246467465
0.4723491708596615,2.0979928526495613,0.302482623632303,-0.7806394566763467,0.8734383868129654,-0.1424801639454571,0.1672139693408128
-0.8873739774722501,0.712354926861725,0.6767468919157174,-0.4859348820271383,-0.7774891947223121,-0.3418128249325415,0.4018691176782678
-0.9410398586539224,-1.0388403640470063,-0.3168980061502669,-0.7319615288403044,0.7740203395797587,-0.2229541721192806,0.1715610776136749
2.269433999383883,-0.8066115110111682,1.629652912703783,0.3899302783477345,-0.7892959156555093,0.25606753391187,0.8932450331365415
0.5443986768309153,-0.6570373695595912,-0.1000640738689339,0.6506972663192709,-0.0521010946552177,0.4355963094583922,-0.8055204687062588
-1.6774813964219069,-0.7100581419621758,0.0730907242051661,0.5065174388482255,-0.7686008856994211,-0.3625520738209672,0.2032228190096048
3.688897111573732,2.084739773038047,-0.0836776981999102,-0.7556555727153024,0.2174150449122981,0.2510380278921514,-0.1693336372314665
1.4432150024790298,1.4104237859918602,0.1877602888863339,0.4993062327411713,-0.6849001301973878,-0.0799663833115741,0.4430006029534089
1.8303174350302325,0.2669469584399816,-0.2667813574989774,-0.6547191091747895,0.9274685759079416,-0.4734172176204681,-0.2212022932541755
1.2570367776859297,1.5581624088555726,0.1161092906038825,-0.7214324016954,-0.3457640883021169,-1.166051792077767,-1.0009591849353026
-0.6989413317508254,0.1170708142243739,-0.1164896357469132,0.5856744386851976,-0.1140290826906813,0.7204553947665437,-0.4597630833017413
-2.037658967835537,-0.7012299593535882,-0.5482852281463221,0.6653159731405167,0.6468592537566542,-0.3642421997250618,0.1043875443196101
-1.931016372601798,0.556222256983317,-0.248598841654017,-0.8362259197940731,-0.562217579641072,-0.5895667310244448,-0.2035802428073543
1.5808927594617863,1.2992736669539735,-0.3211099798823283,0.667222652209965,0.0781614622080281,-0.1136830815107267,-0.4706401283829844
-1.7721843814052791,-3.216853526058627,1.204523112534617,-0.9373702357549356,-0.705712449934901,-0.3539080024864748,0.1744338692961186
-1.922395877731757,1.0181112874718847,-0.0851401589428754,-0.3344761439783321,0.626326396084941,-0.3468286780949932,0.3103731441277683
0.4663058662579241,2.989481685454862,0.429484912142892,0.5395483086331466,-0.5613657983726299,-0.6700317131368394,-0.3074282041606732
-0.6995551828925622,-1.9240226616042049,1.944689533009059,-0.8711271788377107,0.7425890012893361,-0.204657418761181,0.2077159878166102
0.4917603746112486,-1.7826172700196825,0.3287315644147112,-0.7802188752087437,0.7420548551305397,0.0071850549186988,0.4574132227743608
-2.4769794234091624,0.4356430202070337,-0.1423839530524918,0.5974906949938878,0.6317702585588063,-0.1941420700653661,0.2911534935574733
2.903455217393945,-1.6889034848411073,-1.900283166883641,0.7312432543637852,-0.1244181901482697,1.0975184828933864,-0.0163612805701921
-3.366418547822193,-1.5537233316298775,-0.38533622797453,0.5755960913566236,-0.1543655300160305,0.0506712218002603,-0.1110042626931968
2.1587807002631707,-0.8064646990904909,1.639804850400982,-0.9399999155911918,-0.5845121913276401,-0.1359900488835165,0.3151497623100686
0.6473960297980704,-0.5788062143764364,-0.2909284556050924,-0.8212568318139851,0.0167602574753685,0.5009359824642851,0.2751426746893222
0.2674202996316423,2.349299727652942,-0.0259231128204808,0.6592435506185949,0.794059044695681,-0.4229498175666381,-0.0854361828342017
-3.3845438256514315,-0.7951586010662461,-0.8564120848309194,-0.2999198634469849,0.5411071788108213,-0.2869719981912845,0.4405478808824548
1.8530035824628976,-0.9334917984574044,1.447588653052139,-0.8067625928992181,-0.4356466240911453,-0.9880480344747742,-0.728941137905265
-2.107060406633411,0.4623452000932607,0.1328665871416279,0.5526269442828197,-0.0664717907745146,-0.0142131921084053,-0.2494584125819051
1.7364831128674758,-1.3721456714172624,-1.3423717287081836,-0.7070906185708704,0.0041085167843099,0.9367015765538504,-0.2731928646079335
-1.5006410598585782,1.5008126590088546,-0.377519600994177,-0.3723949182205512,-0.0906162893971602,0.010813788064593,-0.0183561986526488
-1.1905900994606011,0.2754483671026014,-1.0698504755052407,-0.3547744846751615,-0.7608909376259743,-0.5113459839883696,0.2229539965381994
1.6960670695662614,0.7333188106647359,0.2009585598104604,0.5654573935812496,0.647385013053752,0.3146129927945363,0.8497512293265473
-1.9270887475604088,0.5800212127382847,-0.450095599094916,0.5979941937558017,-0.6475398791965372,-0.8573270143891238,-0.4332013646995575
0.0706452773151294,1.1308237718681784,-0.4062050671897927,-0.2983149353039652,-0.0671041862088072,0.402296803083543,-0.6652243004137937
-2.3205133503435054,0.0418876020172768,0.0143779452523052,-0.8521354563872926,-0.5811415884282813,-0.6120734290651373,-0.2159967997845978
-0.9333402820147108,0.1404720369270858,0.548634449402388,0.4780095550558043,-0.7347954006082247,-0.3286821370979615,0.207439452735935
-1.7335829875787163,0.422836416534203,-0.346059140585913,-0.8294379058353852,-0.5646625151615063,-0.575017816264725,-0.1810439713751479
2.2592490571037898,0.5606521145038685,-0.997734986373316,-0.7242829970998906,0.0674647980206809,1.0247814623955598,-0.2647796714246094
-0.1692395725676773,0.4626152519601533,0.6409754663715432,-0.5640395758084429,-0.887449347081873,0.3297239506325836,1.2186162152022502
2.378247092528526,1.1540313934862592,-0.2836383828795348,0.4483982792758642,-0.7911091294376462,0.6072274657569767,1.2790210343684594
2.8793873802932426,-1.30993353573481,0.0245916941659645,0.6706623514223994,-0.0277664199434514,0.5264113807182513,-0.7121340822899012
-2.7332860508697063,-1.745837820510609,0.1475230056400726,-0.4716365722400019,-0.892613964308957,-0.284272058611289,0.5571650242169593
0.3544438861668993,1.1491082728774575,0.0524739189609979,0.6803015439248733,0.1205071606000388,-0.5913473584017634,-1.0152306724402715
