Sales__sum,Sales__mean,Sales__median,Sales__std,n_orders,subcat_diversity,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West
1.4204541178821968,2.2334714617383824,-0.6023218976461812,2.2733399319437013,-0.4792774255595837,0.5898514069593946,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.802422609412497,-1.0876521839610018,-1.128690227584162,-0.8680027911824234,1.1142948950641058,-0.19332509487199898,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.44036333301621394,-0.486646372694335,-0.6481411761563417,-0.6634356880786446,-0.8776705057155061,-0.19332509487199898,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1853889616651392,0.530993653271216,0.5670879105520298,0.3774672260796144,-0.08088434540366131,0.5898514069593946,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8863797702904505,-0.4982164020629128,1.4700818558766695,-0.8148308692504883,-1.2760635858714284,-0.9765015967033925,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.4018396168470746,1.6620106432156379,-0.23178338447705604,2.2733399319437013,0.7159018149081834,0.19826315604369785,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.4018396168470746,2.438528502371133,0.7711939816352141,2.2733399319437013,1.5126879752200282,0.5898514069593946,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8466516011975391,-1.0103504020291167,-0.7704144585187223,-0.8509832473633764,-0.4792774255595837,-0.5849133457876958,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.7740900144072886,-1.0179737254612766,-0.5963012001801116,-1.0468297391286248,0.7159018149081834,-0.19332509487199898,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8723851017925428,-1.1265754337815472,-1.101242930312375,-0.8612282175513671,1.1142948950641058,0.9814396578750915,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5758170862918809,-0.17941695712974232,-0.03852342279965844,-0.15350879756914126,-0.8776705057155061,-0.19332509487199898,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.8668278729852964,-0.2123934479778869,-0.2513506512417815,-0.19395132867162088,-1.2760635858714284,-1.3680898476190895,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.4028404446818061,2.438528502371133,-0.3687542518301352,1.7449984549798792,0.31750873475226105,-0.5849133457876958,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.07186698257021693,-0.5494050939015778,-0.9775972830864051,-0.1637656106502462,-0.4792774255595837,1.764616159706485,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.9992406364823441,-0.7891708548876728,1.003256453084743,-1.0622100190831087,-0.4792774255595837,-1.3680898476190895,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.6884123673988007,2.257337392447912,0.8582506108045198,2.2036981017033375,0.7159018149081834,-0.19332509487199898,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.31095309072776733,-0.6461036274498136,-0.23804756603182667,-0.6604932875880429,0.31750873475226105,0.9814396578750915,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8985077267688845,-0.6859709153809266,-0.11083819714395553,-0.8246928351240429,-0.8776705057155061,-0.19332509487199898,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.0495690211899165,-0.21748389763383275,-0.6578805397043952,0.06949069664813941,-0.4792774255595837,0.5898514069593946,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.142150387726413,-1.0641286613933452,-0.8378374161718378,-1.0088420306479535,-0.8776705057155061,-0.9765015967033925,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9974375455594392,-1.064649439858111,0.1538068723572428,-1.1148280425520254,-0.4792774255595837,-0.19332509487199898,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.2243167873513388,-1.4332874220123293,-1.192405586613871,-1.2843654320033993,-0.4792774255595837,-0.9765015967033925,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6234663285009782,-0.851556562222912,-0.5900148837081862,-0.8468431226727977,0.31750873475226105,0.19826315604369785,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.6058146799173648,-0.3915822647233856,0.02940863794801458,-0.5194474593615642,-0.8776705057155061,0.19826315604369785,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.39732805042566005,0.14952703869652528,-0.6339748291773549,1.1013952974702634,0.31750873475226105,0.9814396578750915,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.2392904316375304,-1.36464021276291,-1.2279431961056886,-1.2038913672548923,-0.8776705057155061,-2.3470604749083313,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.9012453079067697,0.013716893312203491,0.8736343782270132,-0.2961440647319433,1.5126879752200282,1.3730279087907884,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4629572064735774,-0.414939468600472,-0.43214865456110135,-0.5396912512877277,0.31750873475226105,0.9814396578750915,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.27960308014836066,-0.38512877358037667,-0.4712831880905526,-0.46775281112877454,1.5126879752200282,1.3730279087907884,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.4674876203734145,-0.7974329365738662,0.11529211650812236,-0.9309632338511273,0.31750873475226105,0.19826315604369785,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5405098436302935,-0.11115060527563722,-0.054482698068173414,-0.06557968761877171,-0.8776705057155061,-0.9765015967033925,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0465119988446467,1.194943064968989,2.263707175540099,0.6161804958350721,1.1142948950641058,-0.19332509487199898,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.09272602215711784,0.7546368538090882,0.24553396904618288,0.5253473859794185,-0.4792774255595837,0.19826315604369785,1.0,0.0,0.0,1.0,0.0,0.0,0.0
